client_id,district_id,birth_date,female
280,45,1969-12-18,TRUE
282,73,1938-02-24,TRUE
283,73,1933-11-04,FALSE
284,10,1974-08-06,FALSE
285,72,1954-06-03,FALSE
286,72,1952-04-18,TRUE
287,50,1980-09-09,FALSE
288,6,1962-04-21,FALSE
289,54,1958-03-27,FALSE
290,72,1959-01-12,FALSE
291,72,1955-04-27,TRUE
292,15,1958-09-06,TRUE
293,69,1943-09-27,FALSE
294,58,1968-03-21,FALSE
295,12,1939-03-27,FALSE
296,65,1974-03-01,FALSE
297,65,1924-03-15,TRUE
298,65,1921-06-13,FALSE
300,1,1957-07-30,TRUE
301,28,1942-01-10,FALSE
302,56,1971-02-23,FALSE
303,74,1946-05-06,FALSE
304,19,1934-03-11,TRUE
305,46,1938-06-08,FALSE
308,68,1976-06-12,TRUE
309,37,1969-12-14,TRUE
310,11,1950-04-16,FALSE
311,64,1930-09-16,TRUE
312,2,1924-07-03,FALSE
313,24,1942-05-11,TRUE
314,24,1945-03-22,FALSE
315,54,1967-05-01,FALSE
316,75,1955-04-28,FALSE
317,64,1957-10-06,TRUE
318,15,1943-04-02,TRUE
319,19,1929-04-04,TRUE
320,19,1934-11-12,FALSE
321,47,1943-10-24,TRUE
322,38,1933-02-01,FALSE
323,38,1938-04-04,TRUE
324,3,1960-12-03,FALSE
325,3,1960-02-21,FALSE
326,27,1967-09-18,TRUE
327,27,1968-10-13,FALSE
328,1,1918-01-24,TRUE
329,11,1964-12-03,FALSE
330,65,1944-08-05,TRUE
331,1,1942-03-02,FALSE
332,29,1978-07-25,FALSE
333,38,1971-10-19,FALSE
334,32,1969-10-31,FALSE
335,73,1967-07-22,TRUE
336,39,1964-02-11,TRUE
337,39,1957-05-08,FALSE
338,8,1951-06-19,TRUE
339,1,1966-07-30,FALSE
340,1,1970-08-19,TRUE
341,69,1977-03-16,FALSE
342,69,1972-06-30,TRUE
343,44,1919-11-19,FALSE
344,54,1963-07-16,TRUE
345,17,1953-12-07,FALSE
346,17,1960-11-02,TRUE
347,71,1959-12-13,FALSE
348,71,1953-01-24,TRUE
349,39,1927-05-27,TRUE
350,25,1925-04-02,TRUE
351,1,1973-05-01,FALSE
352,56,1940-08-27,FALSE
353,7,1965-10-26,FALSE
354,49,1922-04-27,TRUE
355,49,1930-05-31,FALSE
356,1,1979-12-07,TRUE
357,1,1979-03-30,FALSE
358,7,1959-06-26,TRUE
359,66,1970-02-16,FALSE
360,49,1943-04-27,FALSE
361,74,1977-05-25,TRUE
362,35,1950-04-27,TRUE
363,35,1942-07-01,FALSE
364,54,1942-12-05,TRUE
365,1,1930-01-09,FALSE
366,1,1936-11-10,TRUE
367,60,1963-09-03,TRUE
368,60,1968-10-14,FALSE
369,7,1930-11-06,TRUE
370,71,1956-01-05,TRUE
371,4,1942-07-16,FALSE
372,34,1932-04-03,FALSE
373,16,1936-02-28,FALSE
374,26,1967-06-14,FALSE
375,61,1969-09-29,TRUE
376,14,1973-01-08,TRUE
378,50,1978-05-15,FALSE
379,50,1983-10-13,TRUE
380,41,1973-01-19,FALSE
381,73,1977-01-26,TRUE
382,73,1978-06-30,FALSE
383,15,1939-05-17,TRUE
384,15,1935-10-08,FALSE
385,45,1948-03-24,FALSE
386,62,1980-08-21,FALSE
387,76,1927-06-06,FALSE
388,36,1950-10-30,TRUE
389,47,1974-06-30,TRUE
390,47,1977-01-27,TRUE
391,47,1933-05-22,TRUE
392,74,1950-04-01,TRUE
393,74,1956-08-31,FALSE
394,52,1924-05-18,TRUE
395,52,1919-07-05,FALSE
396,1,1920-05-02,FALSE
397,75,1930-03-27,FALSE
398,61,1925-03-26,TRUE
399,45,1952-04-14,FALSE
400,1,1933-12-27,FALSE
401,1,1928-11-19,TRUE
402,3,1943-12-25,FALSE
403,42,1973-05-26,TRUE
404,42,1967-04-20,FALSE
405,65,1934-10-19,TRUE
406,36,1977-05-15,FALSE
407,73,1975-05-27,TRUE
408,35,1978-02-22,TRUE
409,74,1925-06-18,FALSE
410,62,1962-12-20,FALSE
411,17,1941-04-14,TRUE
412,17,1944-04-17,FALSE
413,49,1972-11-18,TRUE
414,46,1947-10-19,TRUE
415,46,1945-04-01,FALSE
416,1,1932-10-07,TRUE
417,1,1930-06-10,FALSE
418,28,1966-10-13,FALSE
419,64,1970-10-07,TRUE
420,18,1978-03-13,FALSE
421,54,1965-07-31,FALSE
422,69,1946-12-07,FALSE
423,37,1957-06-23,FALSE
424,1,1947-10-08,FALSE
425,25,1948-02-12,FALSE
426,72,1937-06-01,FALSE
427,72,1941-09-14,TRUE
428,47,1919-11-16,TRUE
429,50,1981-01-20,TRUE
430,39,1920-07-28,FALSE
431,24,1927-10-01,TRUE
432,59,1952-03-26,TRUE
433,62,1955-02-07,FALSE
434,70,1943-01-30,TRUE
435,20,1967-10-23,FALSE
436,2,1955-06-15,FALSE
437,11,1920-01-17,TRUE
438,32,1938-09-28,FALSE
439,51,1968-09-12,TRUE
440,15,1970-07-07,TRUE
441,1,1959-09-14,FALSE
442,1,1971-12-16,TRUE
443,1,1971-12-20,FALSE
444,74,1960-08-01,TRUE
445,1,1947-04-27,TRUE
446,1,1952-03-19,FALSE
447,23,1946-09-04,FALSE
448,77,1970-08-15,TRUE
450,25,1953-11-27,FALSE
451,12,1979-04-14,FALSE
452,55,1953-10-22,TRUE
453,67,1969-07-16,FALSE
454,38,1949-06-15,TRUE
455,68,1920-07-26,FALSE
456,25,1940-02-28,FALSE
457,70,1950-09-26,FALSE
458,68,1961-07-24,FALSE
459,32,1967-07-23,TRUE
461,68,1970-08-13,TRUE
462,14,1970-12-21,FALSE
463,38,1944-04-05,FALSE
464,24,1959-07-30,TRUE
465,5,1952-09-01,FALSE
466,1,1947-11-19,TRUE
467,1,1950-04-17,FALSE
468,72,1959-04-27,FALSE
469,59,1970-10-13,TRUE
470,30,1954-04-21,TRUE
471,44,1977-01-11,FALSE
472,36,1981-12-27,FALSE
473,1,1939-09-25,TRUE
474,46,1949-05-31,FALSE
476,1,1947-06-01,TRUE
477,1,1954-07-20,FALSE
478,21,1978-06-21,FALSE
479,11,1947-08-20,FALSE
480,11,1946-01-24,TRUE
481,69,1927-01-22,FALSE
482,69,1934-01-22,TRUE
483,1,1944-06-19,FALSE
484,28,1959-09-13,TRUE
485,32,1978-05-16,FALSE
486,68,1944-04-12,FALSE
487,1,1922-04-01,TRUE
488,1,1917-08-02,FALSE
489,41,1940-10-07,FALSE
490,55,1950-10-23,FALSE
491,63,1966-08-05,FALSE
492,72,1935-10-26,FALSE
493,41,1942-06-04,TRUE
494,1,1980-05-19,FALSE
495,49,1937-04-07,TRUE
496,70,1951-05-21,TRUE
497,74,1953-02-02,FALSE
498,74,1948-01-15,TRUE
499,18,1935-07-08,TRUE
500,1,1971-01-06,FALSE
501,62,1937-10-28,FALSE
502,6,1919-12-08,FALSE
503,73,1959-07-24,FALSE
504,36,1979-08-01,FALSE
505,13,1977-12-21,FALSE
506,75,1946-08-16,FALSE
507,75,1954-11-16,FALSE
508,53,1971-04-28,FALSE
509,73,1980-05-02,FALSE
510,12,1976-04-15,FALSE
511,9,1959-02-18,FALSE
512,60,1965-08-03,TRUE
513,8,1974-01-11,TRUE
514,8,1968-11-15,FALSE
515,1,1932-05-26,FALSE
516,1,1930-04-27,TRUE
517,63,1965-07-25,FALSE
518,54,1979-04-28,TRUE
519,18,1980-04-13,FALSE
520,46,1947-09-27,TRUE
521,69,1975-12-25,FALSE
522,1,1956-03-04,TRUE
523,38,1922-12-17,FALSE
524,30,1963-01-02,TRUE
525,30,1969-08-14,FALSE
526,43,1964-02-01,FALSE
527,43,1966-08-18,TRUE
528,37,1977-02-11,FALSE
529,69,1978-11-05,FALSE
530,29,1957-09-27,TRUE
531,27,1976-10-04,FALSE
532,27,1980-09-03,TRUE
533,54,1941-05-19,TRUE
534,74,1957-07-22,FALSE
535,26,1937-09-09,FALSE
536,47,1939-08-25,FALSE
537,1,1935-01-16,FALSE
538,5,1948-05-10,TRUE
540,19,1921-07-28,FALSE
541,19,1927-03-09,TRUE
542,59,1921-02-09,TRUE
543,11,1958-04-15,TRUE
544,63,1948-11-16,FALSE
545,75,1973-10-11,TRUE
546,7,1953-08-25,FALSE
547,54,1949-03-31,FALSE
548,49,1937-12-04,FALSE
550,7,1961-11-30,FALSE
551,47,1976-07-05,TRUE
552,1,1934-05-08,TRUE
553,1,1941-04-07,FALSE
554,30,1925-04-19,TRUE
555,30,1926-10-21,FALSE
556,29,1946-07-08,FALSE
557,51,1939-07-17,FALSE
558,43,1920-07-05,TRUE
559,32,1972-09-05,TRUE
560,71,1967-12-16,TRUE
561,74,1962-11-10,TRUE
562,49,1975-09-22,TRUE
563,72,1961-09-09,TRUE
564,72,1955-01-24,FALSE
565,64,1959-07-03,TRUE
566,47,1946-03-05,TRUE
567,47,1950-05-02,FALSE
568,8,1960-07-19,TRUE
569,73,1962-06-15,FALSE
570,61,1941-01-31,TRUE
571,3,1924-09-27,FALSE
572,3,1920-08-04,TRUE
573,69,1967-08-10,FALSE
574,1,1972-12-25,FALSE
575,58,1970-04-04,FALSE
576,58,1974-05-12,TRUE
577,1,1963-12-05,TRUE
578,23,1977-07-07,TRUE
579,72,1933-05-31,TRUE
581,70,1949-02-04,TRUE
582,1,1950-09-26,FALSE
583,75,1965-01-01,TRUE
584,33,1976-05-13,TRUE
585,40,1942-02-21,TRUE
586,40,1947-11-03,FALSE
587,25,1945-07-08,TRUE
588,61,1960-10-20,TRUE
589,45,1961-09-17,FALSE
590,44,1949-02-15,FALSE
591,65,1974-10-29,TRUE
592,26,1965-07-18,FALSE
593,60,1954-07-10,TRUE
596,69,1948-10-24,FALSE
597,55,1943-02-22,FALSE
598,1,1970-12-31,FALSE
599,1,1977-05-18,TRUE
601,56,1966-03-12,FALSE
602,56,1965-01-16,TRUE
603,13,1966-03-09,TRUE
604,1,1965-07-31,TRUE
605,1,1970-08-27,TRUE
606,10,1949-01-25,TRUE
607,64,1964-03-30,FALSE
608,67,1972-08-31,FALSE
609,52,1962-09-02,FALSE
610,74,1979-08-10,TRUE
611,36,1952-10-13,FALSE
612,36,1960-11-10,TRUE
613,1,1977-08-10,TRUE
614,14,1947-02-03,TRUE
615,68,1949-09-13,TRUE
616,58,1975-01-01,FALSE
617,70,1974-03-14,FALSE
618,57,1932-03-16,TRUE
619,6,1920-09-07,FALSE
620,6,1918-02-13,TRUE
621,54,1939-03-17,FALSE
622,74,1931-11-23,TRUE
623,24,1925-09-04,FALSE
624,24,1932-07-26,TRUE
625,60,1978-11-24,TRUE
626,9,1980-04-13,FALSE
627,17,1972-04-11,FALSE
628,17,1970-05-27,TRUE
629,16,1976-03-10,FALSE
630,61,1952-03-03,FALSE
631,70,1956-03-22,TRUE
632,67,1946-03-16,FALSE
633,67,1938-06-12,TRUE
635,17,1927-06-29,TRUE
636,17,1935-02-17,FALSE
637,39,1970-12-15,TRUE
638,54,1961-02-03,TRUE
639,31,1978-08-02,FALSE
640,26,1979-04-15,FALSE
641,40,1962-07-04,TRUE
642,40,1963-10-25,FALSE
643,1,1949-06-13,TRUE
644,35,1961-04-23,TRUE
645,14,1925-12-21,FALSE
646,34,1922-09-29,TRUE
647,34,1929-04-06,FALSE
648,70,1935-09-28,TRUE
649,13,1978-05-02,TRUE
651,54,1976-01-27,TRUE
652,61,1938-12-08,FALSE
653,1,1930-11-21,TRUE
654,64,1942-05-17,TRUE
655,32,1942-12-10,FALSE
656,1,1956-06-06,FALSE
657,8,1926-07-10,TRUE
658,8,1926-12-21,FALSE
659,24,1965-12-07,FALSE
660,16,1923-03-22,FALSE
661,16,1919-01-15,TRUE
662,5,1945-08-07,FALSE
663,24,1923-01-20,FALSE
664,77,1980-03-19,TRUE
665,62,1932-04-05,TRUE
666,26,1982-05-23,FALSE
667,26,1981-07-20,TRUE
668,1,1942-12-25,TRUE
669,12,1956-12-19,TRUE
670,1,1959-01-21,FALSE
671,10,1971-02-27,TRUE
672,46,1929-11-09,TRUE
673,36,1939-10-29,FALSE
674,11,1927-01-11,TRUE
675,50,1975-11-12,FALSE
676,70,1953-02-07,FALSE
677,5,1963-05-24,FALSE
678,39,1933-05-28,TRUE
679,8,1940-03-19,FALSE
680,8,1940-05-09,TRUE
681,15,1977-01-15,FALSE
682,18,1979-10-21,FALSE
683,76,1945-08-29,TRUE
684,3,1976-04-10,TRUE
685,72,1930-12-13,TRUE
686,32,1971-10-03,TRUE
687,32,1975-01-28,FALSE
688,1,1954-05-04,FALSE
689,70,1964-08-02,FALSE
690,38,1942-11-07,FALSE
691,38,1944-01-13,TRUE
692,74,1936-01-11,TRUE
693,74,1935-03-17,FALSE
694,29,1936-02-28,FALSE
695,28,1955-06-27,FALSE
696,28,1952-12-01,TRUE
697,1,1974-05-01,FALSE
698,75,1954-02-27,FALSE
699,26,1922-04-22,TRUE
700,12,1929-11-20,FALSE
702,31,1968-11-07,TRUE
703,4,1959-04-26,FALSE
704,54,1975-05-01,FALSE
705,19,1938-12-10,FALSE
706,1,1948-08-05,FALSE
707,1,1941-12-14,FALSE
708,50,1977-11-27,TRUE
709,1,1934-12-29,FALSE
710,23,1925-11-28,FALSE
711,48,1963-08-16,TRUE
712,54,1962-12-04,FALSE
713,20,1980-03-29,TRUE
714,31,1970-10-08,FALSE
715,1,1952-01-15,TRUE
716,1,1954-12-04,TRUE
717,54,1968-05-02,FALSE
718,54,1960-02-28,TRUE
719,46,1974-08-09,FALSE
720,29,1954-09-06,FALSE
721,43,1940-02-15,FALSE
722,62,1970-11-25,TRUE
723,12,1957-07-26,TRUE
724,65,1953-02-02,TRUE
725,75,1956-12-11,FALSE
726,16,1935-02-13,FALSE
727,32,1930-07-20,TRUE
728,32,1932-01-20,FALSE
729,63,1969-03-17,TRUE
730,63,1973-08-14,FALSE
731,74,1979-01-22,TRUE
732,74,1978-07-05,FALSE
733,46,1978-07-28,FALSE
734,46,1985-01-14,TRUE
735,1,1973-11-26,FALSE
736,1,1977-04-26,TRUE
737,74,1952-11-04,FALSE
738,25,1920-03-26,FALSE
739,72,1942-04-16,FALSE
740,55,1923-11-07,FALSE
741,74,1941-07-09,FALSE
742,1,1951-10-15,TRUE
743,1,1941-02-17,FALSE
744,26,1940-07-18,FALSE
745,52,1966-02-14,TRUE
746,52,1962-04-16,FALSE
747,24,1953-08-20,TRUE
748,25,1936-10-15,FALSE
749,25,1933-07-29,TRUE
750,70,1956-09-29,TRUE
751,70,1959-03-09,FALSE
752,72,1944-12-20,FALSE
753,72,1940-09-24,TRUE
754,63,1947-06-04,TRUE
755,72,1947-11-21,FALSE
756,31,1920-05-13,FALSE
757,71,1970-12-20,TRUE
758,68,1961-07-26,TRUE
759,29,1955-05-20,FALSE
760,57,1936-08-25,TRUE
762,21,1937-04-20,FALSE
763,75,1927-08-24,TRUE
764,49,1955-10-13,TRUE
765,65,1969-12-31,FALSE
766,1,1926-07-03,TRUE
767,1,1923-06-16,FALSE
768,32,1931-09-23,TRUE
769,40,1977-12-15,FALSE
772,64,1944-12-10,FALSE
773,4,1935-10-30,FALSE
774,70,1973-03-03,FALSE
775,51,1940-11-30,TRUE
776,1,1953-05-03,TRUE
777,1,1961-05-20,FALSE
778,13,1940-06-04,FALSE
779,69,1944-06-12,TRUE
780,3,1924-02-26,FALSE
781,72,1945-09-20,FALSE
782,5,1963-03-18,TRUE
783,27,1971-03-25,TRUE
784,27,1964-12-28,FALSE
785,63,1934-09-09,FALSE
786,53,1978-09-06,FALSE
787,3,1947-12-08,FALSE
788,47,1974-09-03,FALSE
789,4,1931-09-21,FALSE
790,63,1967-05-09,TRUE
791,68,1950-09-29,TRUE
793,21,1978-02-04,FALSE
794,21,1979-07-16,TRUE
796,1,1919-08-30,FALSE
797,8,1948-01-27,FALSE
798,27,1940-02-12,TRUE
799,27,1936-02-19,FALSE
803,35,1951-02-15,FALSE
804,35,1956-01-23,TRUE
806,60,1980-04-22,FALSE
807,53,1969-10-21,TRUE
808,31,1963-11-28,FALSE
809,49,1919-10-15,FALSE
810,58,1945-09-24,TRUE
811,58,1940-05-28,FALSE
812,39,1940-12-06,FALSE
813,70,1964-01-29,FALSE
814,19,1959-10-01,FALSE
815,22,1964-10-27,TRUE
816,17,1958-02-01,TRUE
818,54,1966-04-27,FALSE
819,74,1958-07-08,FALSE
820,74,1960-11-06,TRUE
821,49,1948-05-12,FALSE
822,37,1959-05-08,TRUE
823,41,1956-10-24,FALSE
824,27,1952-09-05,FALSE
825,74,1977-04-02,FALSE
826,1,1978-01-23,FALSE
827,10,1965-09-04,TRUE
828,10,1958-12-10,FALSE
829,24,1957-05-19,FALSE
830,69,1948-08-27,FALSE
831,2,1948-05-02,FALSE
832,67,1923-12-23,TRUE
833,5,1960-06-11,FALSE
834,54,1922-12-17,FALSE
835,28,1943-10-20,TRUE
836,28,1948-06-14,FALSE
837,71,1974-10-14,FALSE
838,71,1968-02-04,TRUE
839,47,1955-05-18,TRUE
840,20,1937-04-26,FALSE
841,69,1981-02-10,FALSE
842,12,1933-07-03,TRUE
843,54,1957-09-03,TRUE
844,22,1945-01-14,FALSE
845,22,1953-01-30,TRUE
846,35,1949-12-01,FALSE
847,49,1979-12-25,FALSE
849,26,1939-06-06,TRUE
850,19,1969-09-21,FALSE
851,25,1919-06-16,FALSE
852,25,1916-06-04,TRUE
853,70,1949-06-02,FALSE
854,72,1941-11-02,TRUE
855,58,1930-01-28,FALSE
856,23,1919-01-22,FALSE
857,32,1948-02-21,FALSE
858,47,1959-03-29,TRUE
859,1,1968-07-29,TRUE
860,1,1967-12-08,FALSE
861,1,1956-09-13,TRUE
862,30,1952-01-05,FALSE
863,54,1968-11-29,TRUE
864,11,1953-03-27,FALSE
865,11,1946-11-03,TRUE
866,38,1975-11-24,TRUE
870,70,1957-05-06,FALSE
871,76,1974-03-11,FALSE
872,35,1963-02-22,FALSE
873,60,1944-01-05,FALSE
874,14,1952-09-05,TRUE
875,14,1956-12-07,FALSE
876,1,1960-11-25,FALSE
877,5,1927-01-21,TRUE
878,5,1920-04-17,FALSE
879,38,1943-12-08,TRUE
880,49,1960-02-17,FALSE
881,5,1975-02-22,TRUE
882,70,1933-09-09,TRUE
883,75,1920-01-06,TRUE
884,75,1918-10-14,FALSE
885,34,1923-02-08,FALSE
886,34,1948-02-02,FALSE
887,66,1973-11-28,TRUE
888,28,1973-10-26,FALSE
889,54,1981-10-24,TRUE
890,77,1919-03-30,FALSE
891,33,1931-01-31,FALSE
892,42,1922-05-24,TRUE
893,43,1935-10-23,TRUE
894,75,1934-08-18,FALSE
895,39,1970-07-03,FALSE
896,36,1973-04-24,TRUE
897,36,1981-03-25,FALSE
898,38,1943-04-27,TRUE
899,38,1944-02-13,FALSE
900,73,1977-04-10,FALSE
901,39,1919-12-21,FALSE
902,23,1950-08-15,FALSE
903,31,1934-03-06,FALSE
904,1,1932-02-08,FALSE
905,38,1940-10-23,FALSE
906,65,1978-06-16,FALSE
907,51,1948-03-11,FALSE
908,51,1961-03-07,TRUE
909,23,1975-09-07,FALSE
910,1,1961-09-27,FALSE
911,43,1939-11-28,FALSE
912,76,1920-10-29,FALSE
913,1,1938-11-18,FALSE
914,1,1921-01-19,TRUE
915,12,1975-05-03,FALSE
916,3,1958-06-29,FALSE
917,25,1973-09-16,TRUE
918,26,1964-12-23,FALSE
921,7,1954-02-13,TRUE
