client_id,birth_number,district_id,new_date,month,female,year,day
75,775919,64,1977-09-19,09,TRUE,1977,19
76,676001,36,1967-10-01,10,TRUE,1967,01
77,565218,1,1956-02-18,02,TRUE,1956,18
78,445613,16,1944-06-13,06,TRUE,1944,13
79,695310,37,1969-03-10,03,TRUE,1969,10
80,795225,64,1979-02-25,02,TRUE,1979,25
81,760429,8,1976-04-29,04,FALSE,1976,29
82,796225,8,1979-12-25,12,TRUE,1979,25
83,786225,1,1978-12-25,12,TRUE,1978,25
84,790505,1,1979-05-05,05,FALSE,1979,05
85,610827,1,1961-08-27,08,FALSE,1961,27
86,695720,1,1969-07-20,07,TRUE,1969,20
87,466117,72,1946-11-17,11,TRUE,1946,17
89,515505,1,1951-05-05,05,TRUE,1951,05
90,750817,52,1975-08-17,08,FALSE,1975,17
91,400807,63,1940-08-07,08,FALSE,1940,07
92,665612,74,1966-06-12,06,TRUE,1966,12
93,250216,3,1925-02-16,02,FALSE,1925,16
94,470909,43,1947-09-09,09,FALSE,1947,09
95,525803,43,1952-08-03,08,TRUE,1952,03
96,720229,74,1972-02-29,02,FALSE,1972,29
97,651128,26,1965-11-28,11,FALSE,1965,28
98,735504,33,1973-05-04,05,TRUE,1973,04
99,730126,33,1973-01-26,01,FALSE,1973,26
100,425811,44,1942-08-11,08,TRUE,1942,11
101,430123,68,1943-01-23,01,FALSE,1943,23
102,585910,74,1958-09-10,09,TRUE,1958,10
103,550711,74,1955-07-11,07,FALSE,1955,11
105,800526,31,1980-05-26,05,FALSE,1980,26
106,686230,68,1968-12-30,12,TRUE,1968,30
107,720623,1,1972-06-23,06,FALSE,1972,23
108,630913,17,1963-09-13,09,FALSE,1963,13
110,675413,2,1967-04-13,04,TRUE,1967,13
112,350125,1,1935-01-25,01,FALSE,1935,25
113,405815,1,1940-08-15,08,TRUE,1940,15
114,695624,74,1969-06-24,06,TRUE,1969,24
115,691224,74,1969-12-24,12,FALSE,1969,24
116,420128,74,1942-01-28,01,FALSE,1942,28
117,365920,74,1936-09-20,09,TRUE,1936,20
118,220719,55,1922-07-19,07,FALSE,1922,19
119,225228,55,1922-02-28,02,TRUE,1922,28
120,760510,1,1976-05-10,05,FALSE,1976,10
121,786029,41,1978-10-29,10,TRUE,1978,29
122,636113,35,1963-11-13,11,TRUE,1963,13
123,690212,11,1969-02-12,02,FALSE,1969,12
124,670921,44,1967-09-21,09,FALSE,1967,21
125,361031,37,1936-10-31,10,FALSE,1936,31
126,295927,37,1929-09-27,09,TRUE,1929,27
127,506227,21,1950-12-27,12,TRUE,1950,27
128,735404,63,1973-04-04,04,TRUE,1973,04
129,475531,64,1947-05-31,05,TRUE,1947,31
130,420214,53,1942-02-14,02,FALSE,1942,14
131,775131,53,1977-01-31,01,TRUE,1977,31
132,530126,36,1953-01-26,01,FALSE,1953,26
134,320118,6,1932-01-18,01,FALSE,1932,18
135,385910,6,1938-09-10,09,TRUE,1938,10
136,215126,55,1921-01-26,01,TRUE,1921,26
137,230914,60,1923-09-14,09,FALSE,1923,14
138,726021,54,1972-10-21,10,TRUE,1972,21
139,595725,8,1959-07-25,07,TRUE,1959,25
140,610606,8,1961-06-06,06,FALSE,1961,06
141,251102,31,1925-11-02,11,FALSE,1925,02
142,370621,68,1937-06-21,06,FALSE,1937,21
143,780709,27,1978-07-09,07,FALSE,1978,09
144,581206,65,1958-12-06,12,FALSE,1958,06
145,780214,55,1978-02-14,02,FALSE,1978,14
146,616219,31,1961-12-19,12,TRUE,1961,19
147,336102,21,1933-11-02,11,TRUE,1933,02
148,401225,21,1940-12-25,12,FALSE,1940,25
149,480627,55,1948-06-27,06,FALSE,1948,27
150,805927,2,1980-09-27,09,TRUE,1980,27
151,715923,51,1971-09-23,09,TRUE,1971,23
152,456202,29,1945-12-02,12,TRUE,1945,02
153,815212,13,1981-02-12,02,TRUE,1981,12
154,330827,74,1933-08-27,08,FALSE,1933,27
155,395313,74,1939-03-13,03,TRUE,1939,13
156,305722,54,1930-07-22,07,TRUE,1930,22
157,435709,52,1943-07-09,07,TRUE,1943,09
158,455703,40,1945-07-03,07,TRUE,1945,03
159,380910,40,1938-09-10,09,FALSE,1938,10
160,425426,64,1942-04-26,04,TRUE,1942,26
161,436007,34,1943-10-07,10,TRUE,1943,07
162,411017,65,1941-10-17,10,FALSE,1941,17
163,330612,74,1933-06-12,06,FALSE,1933,12
164,625404,70,1962-04-04,04,TRUE,1962,04
165,681108,22,1968-11-08,11,FALSE,1968,08
166,616022,22,1961-10-22,10,TRUE,1961,22
167,785418,38,1978-04-18,04,TRUE,1978,18
168,766105,24,1976-11-05,11,TRUE,1976,05
169,530912,38,1953-09-12,09,FALSE,1953,12
170,465616,38,1946-06-16,06,TRUE,1946,16
171,290625,51,1929-06-25,06,FALSE,1929,25
172,356005,51,1935-10-05,10,TRUE,1935,05
173,186208,21,1918-12-08,12,TRUE,1918,08
174,781110,10,1978-11-10,11,FALSE,1978,10
175,600713,31,1960-07-13,07,FALSE,1960,13
176,290311,4,1929-03-11,03,FALSE,1929,11
178,601222,8,1960-12-22,12,FALSE,1960,22
179,801229,43,1980-12-29,12,FALSE,1980,29
180,820119,73,1982-01-19,01,FALSE,1982,19
181,670706,76,1967-07-06,07,FALSE,1967,06
182,595713,76,1959-07-13,07,TRUE,1959,13
183,785319,1,1978-03-19,03,TRUE,1978,19
184,720605,1,1972-06-05,06,FALSE,1972,05
185,540530,77,1954-05-30,05,FALSE,1954,30
186,615222,46,1961-02-22,02,TRUE,1961,22
187,420823,58,1942-08-23,08,FALSE,1942,23
188,600902,64,1960-09-02,09,FALSE,1960,02
189,190810,11,1919-08-10,08,FALSE,1919,10
190,476031,37,1947-10-31,10,TRUE,1947,31
191,540903,37,1954-09-03,09,FALSE,1954,03
192,710228,70,1971-02-28,02,FALSE,1971,28
193,620501,1,1962-05-01,05,FALSE,1962,01
194,246220,28,1924-12-20,12,TRUE,1924,20
195,191118,74,1919-11-18,11,FALSE,1919,18
196,275625,74,1927-06-25,06,TRUE,1927,25
197,330425,30,1933-04-25,04,FALSE,1933,25
198,760714,60,1976-07-14,07,FALSE,1976,14
199,230621,29,1923-06-21,06,FALSE,1923,21
200,285113,29,1928-01-13,01,TRUE,1928,13
201,305819,17,1930-08-19,08,TRUE,1930,19
202,766121,29,1976-11-21,11,TRUE,1976,21
203,620610,31,1962-06-10,06,FALSE,1962,10
204,675617,31,1967-06-17,06,TRUE,1967,17
205,425615,4,1942-06-15,06,TRUE,1942,15
206,635413,59,1963-04-13,04,TRUE,1963,13
207,320520,46,1932-05-20,05,FALSE,1932,20
208,405625,13,1940-06-25,06,TRUE,1940,25
209,350820,13,1935-08-20,08,FALSE,1935,20
210,391130,66,1939-11-30,11,FALSE,1939,30
211,455628,66,1945-06-28,06,TRUE,1945,28
212,750210,52,1975-02-10,02,FALSE,1975,10
215,670924,71,1967-09-24,09,FALSE,1967,24
216,600130,1,1960-01-30,01,FALSE,1960,30
217,746222,59,1974-12-22,12,TRUE,1974,22
218,805123,1,1980-01-23,01,TRUE,1980,23
219,645402,60,1964-04-02,04,TRUE,1964,02
221,775225,21,1977-02-25,02,TRUE,1977,25
222,725629,47,1972-06-29,06,TRUE,1972,29
223,525227,43,1952-02-27,02,TRUE,1952,27
224,550511,77,1955-05-11,05,FALSE,1955,11
225,360510,32,1936-05-10,05,FALSE,1936,10
226,420616,1,1942-06-16,06,FALSE,1942,16
227,266218,52,1926-12-18,12,TRUE,1926,18
228,565316,48,1956-03-16,03,TRUE,1956,16
229,690722,76,1969-07-22,07,FALSE,1969,22
230,675310,74,1967-03-10,03,TRUE,1967,10
231,410218,41,1941-02-18,02,FALSE,1941,18
232,215617,55,1921-06-17,06,TRUE,1921,17
233,586203,69,1958-12-03,12,TRUE,1958,03
234,550621,69,1955-06-21,06,FALSE,1955,21
235,435828,44,1943-08-28,08,TRUE,1943,28
236,610901,70,1961-09-01,09,FALSE,1961,01
237,695222,70,1969-02-22,02,TRUE,1969,22
238,616128,6,1961-11-28,11,TRUE,1961,28
239,745910,1,1974-09-10,09,TRUE,1974,10
240,295617,34,1929-06-17,06,TRUE,1929,17
241,590123,70,1959-01-23,01,FALSE,1959,23
242,615801,17,1961-08-01,08,TRUE,1961,01
243,540210,63,1954-02-10,02,FALSE,1954,10
246,706228,67,1970-12-28,12,TRUE,1970,28
247,570508,1,1957-05-08,05,FALSE,1957,08
248,696212,61,1969-12-12,12,TRUE,1969,12
249,700505,61,1970-05-05,05,FALSE,1970,05
250,796125,8,1979-11-25,11,TRUE,1979,25
251,765303,54,1976-03-03,03,TRUE,1976,03
252,695901,37,1969-09-01,09,TRUE,1969,01
253,475512,48,1947-05-12,05,TRUE,1947,12
254,630530,28,1963-05-30,05,FALSE,1963,30
255,516011,27,1951-10-11,10,TRUE,1951,11
256,635227,73,1963-02-27,02,TRUE,1963,27
257,426104,22,1942-11-04,11,TRUE,1942,04
258,370531,22,1937-05-31,05,FALSE,1937,31
259,660608,31,1966-06-08,06,FALSE,1966,08
260,625224,31,1962-02-24,02,TRUE,1962,24
261,376207,38,1937-12-07,12,TRUE,1937,07
262,451125,77,1945-11-25,11,FALSE,1945,25
263,620520,68,1962-05-20,05,FALSE,1962,20
264,780822,28,1978-08-22,08,FALSE,1978,22
265,335107,72,1933-01-07,01,TRUE,1933,07
266,675828,19,1967-08-28,08,TRUE,1967,28
267,670612,37,1967-06-12,06,FALSE,1967,12
268,825502,39,1982-05-02,05,TRUE,1982,02
269,236203,15,1923-12-03,12,TRUE,1923,03
270,470308,46,1947-03-08,03,FALSE,1947,08
271,455727,46,1945-07-27,07,TRUE,1945,27
272,446025,70,1944-10-25,10,TRUE,1944,25
273,725515,27,1972-05-15,05,TRUE,1972,15
274,706125,17,1970-11-25,11,TRUE,1970,25
275,186112,1,1918-11-12,11,TRUE,1918,12
276,570611,1,1957-06-11,06,FALSE,1957,11
277,616128,1,1961-11-28,11,TRUE,1961,28
278,726227,22,1972-12-27,12,TRUE,1972,27
279,700516,22,1970-05-16,05,FALSE,1970,16
280,696218,45,1969-12-18,12,TRUE,1969,18
282,385224,73,1938-02-24,02,TRUE,1938,24
283,331104,73,1933-11-04,11,FALSE,1933,04
284,740806,10,1974-08-06,08,FALSE,1974,06
285,540603,72,1954-06-03,06,FALSE,1954,03
286,525418,72,1952-04-18,04,TRUE,1952,18
287,800909,50,1980-09-09,09,FALSE,1980,09
288,620421,6,1962-04-21,04,FALSE,1962,21
289,580327,54,1958-03-27,03,FALSE,1958,27
290,590112,72,1959-01-12,01,FALSE,1959,12
291,555427,72,1955-04-27,04,TRUE,1955,27
292,585906,15,1958-09-06,09,TRUE,1958,06
293,430927,69,1943-09-27,09,FALSE,1943,27
294,680321,58,1968-03-21,03,FALSE,1968,21
295,390327,12,1939-03-27,03,FALSE,1939,27
296,740301,65,1974-03-01,03,FALSE,1974,01
297,245315,65,1924-03-15,03,TRUE,1924,15
298,210613,65,1921-06-13,06,FALSE,1921,13
300,575730,1,1957-07-30,07,TRUE,1957,30
301,420110,28,1942-01-10,01,FALSE,1942,10
302,710223,56,1971-02-23,02,FALSE,1971,23
303,460506,74,1946-05-06,05,FALSE,1946,06
304,345311,19,1934-03-11,03,TRUE,1934,11
305,380608,46,1938-06-08,06,FALSE,1938,08
308,765612,68,1976-06-12,06,TRUE,1976,12
309,696214,37,1969-12-14,12,TRUE,1969,14
310,500416,11,1950-04-16,04,FALSE,1950,16
311,305916,64,1930-09-16,09,TRUE,1930,16
312,240703,2,1924-07-03,07,FALSE,1924,03
313,425511,24,1942-05-11,05,TRUE,1942,11
314,450322,24,1945-03-22,03,FALSE,1945,22
315,670501,54,1967-05-01,05,FALSE,1967,01
316,550428,75,1955-04-28,04,FALSE,1955,28
317,576006,64,1957-10-06,10,TRUE,1957,06
318,435402,15,1943-04-02,04,TRUE,1943,02
319,295404,19,1929-04-04,04,TRUE,1929,04
320,341112,19,1934-11-12,11,FALSE,1934,12
321,436024,47,1943-10-24,10,TRUE,1943,24
322,330201,38,1933-02-01,02,FALSE,1933,01
323,385404,38,1938-04-04,04,TRUE,1938,04
324,601203,3,1960-12-03,12,FALSE,1960,03
325,600221,3,1960-02-21,02,FALSE,1960,21
326,675918,27,1967-09-18,09,TRUE,1967,18
327,681013,27,1968-10-13,10,FALSE,1968,13
328,185124,1,1918-01-24,01,TRUE,1918,24
329,641203,11,1964-12-03,12,FALSE,1964,03
330,445805,65,1944-08-05,08,TRUE,1944,05
331,420302,1,1942-03-02,03,FALSE,1942,02
332,780725,29,1978-07-25,07,FALSE,1978,25
333,711019,38,1971-10-19,10,FALSE,1971,19
334,691031,32,1969-10-31,10,FALSE,1969,31
335,675722,73,1967-07-22,07,TRUE,1967,22
336,645211,39,1964-02-11,02,TRUE,1964,11
337,570508,39,1957-05-08,05,FALSE,1957,08
338,515619,8,1951-06-19,06,TRUE,1951,19
339,660730,1,1966-07-30,07,FALSE,1966,30
340,705819,1,1970-08-19,08,TRUE,1970,19
341,770316,69,1977-03-16,03,FALSE,1977,16
342,725630,69,1972-06-30,06,TRUE,1972,30
343,191119,44,1919-11-19,11,FALSE,1919,19
344,635716,54,1963-07-16,07,TRUE,1963,16
345,531207,17,1953-12-07,12,FALSE,1953,07
346,606102,17,1960-11-02,11,TRUE,1960,02
347,591213,71,1959-12-13,12,FALSE,1959,13
348,535124,71,1953-01-24,01,TRUE,1953,24
349,275527,39,1927-05-27,05,TRUE,1927,27
350,255402,25,1925-04-02,04,TRUE,1925,02
351,730501,1,1973-05-01,05,FALSE,1973,01
352,400827,56,1940-08-27,08,FALSE,1940,27
353,651026,7,1965-10-26,10,FALSE,1965,26
354,225427,49,1922-04-27,04,TRUE,1922,27
355,300531,49,1930-05-31,05,FALSE,1930,31
356,796207,1,1979-12-07,12,TRUE,1979,07
357,790330,1,1979-03-30,03,FALSE,1979,30
358,595626,7,1959-06-26,06,TRUE,1959,26
359,700216,66,1970-02-16,02,FALSE,1970,16
360,430427,49,1943-04-27,04,FALSE,1943,27
361,775525,74,1977-05-25,05,TRUE,1977,25
362,505427,35,1950-04-27,04,TRUE,1950,27
363,420701,35,1942-07-01,07,FALSE,1942,01
364,426205,54,1942-12-05,12,TRUE,1942,05
365,300109,1,1930-01-09,01,FALSE,1930,09
366,366110,1,1936-11-10,11,TRUE,1936,10
367,635903,60,1963-09-03,09,TRUE,1963,03
368,681014,60,1968-10-14,10,FALSE,1968,14
369,306106,7,1930-11-06,11,TRUE,1930,06
370,565105,71,1956-01-05,01,TRUE,1956,05
371,420716,4,1942-07-16,07,FALSE,1942,16
372,320403,34,1932-04-03,04,FALSE,1932,03
373,360228,16,1936-02-28,02,FALSE,1936,28
374,670614,26,1967-06-14,06,FALSE,1967,14
375,695929,61,1969-09-29,09,TRUE,1969,29
376,735108,14,1973-01-08,01,TRUE,1973,08
378,780515,50,1978-05-15,05,FALSE,1978,15
379,836013,50,1983-10-13,10,TRUE,1983,13
380,730119,41,1973-01-19,01,FALSE,1973,19
381,775126,73,1977-01-26,01,TRUE,1977,26
382,780630,73,1978-06-30,06,FALSE,1978,30
383,395517,15,1939-05-17,05,TRUE,1939,17
384,351008,15,1935-10-08,10,FALSE,1935,08
385,480324,45,1948-03-24,03,FALSE,1948,24
386,800821,62,1980-08-21,08,FALSE,1980,21
387,270606,76,1927-06-06,06,FALSE,1927,06
388,506030,36,1950-10-30,10,TRUE,1950,30
389,745630,47,1974-06-30,06,TRUE,1974,30
390,775127,47,1977-01-27,01,TRUE,1977,27
391,335522,47,1933-05-22,05,TRUE,1933,22
392,505401,74,1950-04-01,04,TRUE,1950,01
393,560831,74,1956-08-31,08,FALSE,1956,31
394,245518,52,1924-05-18,05,TRUE,1924,18
395,190705,52,1919-07-05,07,FALSE,1919,05
396,200502,1,1920-05-02,05,FALSE,1920,02
397,300327,75,1930-03-27,03,FALSE,1930,27
398,255326,61,1925-03-26,03,TRUE,1925,26
399,520414,45,1952-04-14,04,FALSE,1952,14
400,331227,1,1933-12-27,12,FALSE,1933,27
401,286119,1,1928-11-19,11,TRUE,1928,19
402,431225,3,1943-12-25,12,FALSE,1943,25
403,735526,42,1973-05-26,05,TRUE,1973,26
404,670420,42,1967-04-20,04,FALSE,1967,20
405,346019,65,1934-10-19,10,TRUE,1934,19
406,770515,36,1977-05-15,05,FALSE,1977,15
407,755527,73,1975-05-27,05,TRUE,1975,27
408,785222,35,1978-02-22,02,TRUE,1978,22
409,250618,74,1925-06-18,06,FALSE,1925,18
410,621220,62,1962-12-20,12,FALSE,1962,20
411,415414,17,1941-04-14,04,TRUE,1941,14
412,440417,17,1944-04-17,04,FALSE,1944,17
413,726118,49,1972-11-18,11,TRUE,1972,18
414,476019,46,1947-10-19,10,TRUE,1947,19
415,450401,46,1945-04-01,04,FALSE,1945,01
416,326007,1,1932-10-07,10,TRUE,1932,07
417,300610,1,1930-06-10,06,FALSE,1930,10
418,661013,28,1966-10-13,10,FALSE,1966,13
419,706007,64,1970-10-07,10,TRUE,1970,07
420,780313,18,1978-03-13,03,FALSE,1978,13
421,650731,54,1965-07-31,07,FALSE,1965,31
422,461207,69,1946-12-07,12,FALSE,1946,07
423,570623,37,1957-06-23,06,FALSE,1957,23
424,471008,1,1947-10-08,10,FALSE,1947,08
425,480212,25,1948-02-12,02,FALSE,1948,12
426,370601,72,1937-06-01,06,FALSE,1937,01
427,415914,72,1941-09-14,09,TRUE,1941,14
428,196116,47,1919-11-16,11,TRUE,1919,16
429,815120,50,1981-01-20,01,TRUE,1981,20
430,200728,39,1920-07-28,07,FALSE,1920,28
431,276001,24,1927-10-01,10,TRUE,1927,01
432,525326,59,1952-03-26,03,TRUE,1952,26
433,550207,62,1955-02-07,02,FALSE,1955,07
434,435130,70,1943-01-30,01,TRUE,1943,30
435,671023,20,1967-10-23,10,FALSE,1967,23
436,550615,2,1955-06-15,06,FALSE,1955,15
437,205117,11,1920-01-17,01,TRUE,1920,17
438,380928,32,1938-09-28,09,FALSE,1938,28
439,685912,51,1968-09-12,09,TRUE,1968,12
440,705707,15,1970-07-07,07,TRUE,1970,07
441,590914,1,1959-09-14,09,FALSE,1959,14
442,716216,1,1971-12-16,12,TRUE,1971,16
443,711220,1,1971-12-20,12,FALSE,1971,20
444,605801,74,1960-08-01,08,TRUE,1960,01
445,475427,1,1947-04-27,04,TRUE,1947,27
446,520319,1,1952-03-19,03,FALSE,1952,19
447,460904,23,1946-09-04,09,FALSE,1946,04
448,705815,77,1970-08-15,08,TRUE,1970,15
450,531127,25,1953-11-27,11,FALSE,1953,27
451,790414,12,1979-04-14,04,FALSE,1979,14
452,536022,55,1953-10-22,10,TRUE,1953,22
453,690716,67,1969-07-16,07,FALSE,1969,16
454,495615,38,1949-06-15,06,TRUE,1949,15
455,200726,68,1920-07-26,07,FALSE,1920,26
456,400228,25,1940-02-28,02,FALSE,1940,28
457,500926,70,1950-09-26,09,FALSE,1950,26
458,610724,68,1961-07-24,07,FALSE,1961,24
459,675723,32,1967-07-23,07,TRUE,1967,23
461,705813,68,1970-08-13,08,TRUE,1970,13
462,701221,14,1970-12-21,12,FALSE,1970,21
463,440405,38,1944-04-05,04,FALSE,1944,05
464,595730,24,1959-07-30,07,TRUE,1959,30
465,520901,5,1952-09-01,09,FALSE,1952,01
466,476119,1,1947-11-19,11,TRUE,1947,19
467,500417,1,1950-04-17,04,FALSE,1950,17
468,590427,72,1959-04-27,04,FALSE,1959,27
469,706013,59,1970-10-13,10,TRUE,1970,13
470,545421,30,1954-04-21,04,TRUE,1954,21
471,770111,44,1977-01-11,01,FALSE,1977,11
472,811227,36,1981-12-27,12,FALSE,1981,27
473,395925,1,1939-09-25,09,TRUE,1939,25
474,490531,46,1949-05-31,05,FALSE,1949,31
476,475601,1,1947-06-01,06,TRUE,1947,01
477,540720,1,1954-07-20,07,FALSE,1954,20
478,780621,21,1978-06-21,06,FALSE,1978,21
479,470820,11,1947-08-20,08,FALSE,1947,20
480,465124,11,1946-01-24,01,TRUE,1946,24
481,270122,69,1927-01-22,01,FALSE,1927,22
482,345122,69,1934-01-22,01,TRUE,1934,22
483,440619,1,1944-06-19,06,FALSE,1944,19
484,595913,28,1959-09-13,09,TRUE,1959,13
485,780516,32,1978-05-16,05,FALSE,1978,16
486,440412,68,1944-04-12,04,FALSE,1944,12
487,225401,1,1922-04-01,04,TRUE,1922,01
488,170802,1,1917-08-02,08,FALSE,1917,02
489,401007,41,1940-10-07,10,FALSE,1940,07
490,501023,55,1950-10-23,10,FALSE,1950,23
491,660805,63,1966-08-05,08,FALSE,1966,05
492,351026,72,1935-10-26,10,FALSE,1935,26
493,425604,41,1942-06-04,06,TRUE,1942,04
494,800519,1,1980-05-19,05,FALSE,1980,19
495,375407,49,1937-04-07,04,TRUE,1937,07
496,515521,70,1951-05-21,05,TRUE,1951,21
497,530202,74,1953-02-02,02,FALSE,1953,02
498,485115,74,1948-01-15,01,TRUE,1948,15
499,355708,18,1935-07-08,07,TRUE,1935,08
500,710106,1,1971-01-06,01,FALSE,1971,06
501,371028,62,1937-10-28,10,FALSE,1937,28
502,191208,6,1919-12-08,12,FALSE,1919,08
503,590724,73,1959-07-24,07,FALSE,1959,24
504,790801,36,1979-08-01,08,FALSE,1979,01
505,771221,13,1977-12-21,12,FALSE,1977,21
506,460816,75,1946-08-16,08,FALSE,1946,16
507,541116,75,1954-11-16,11,FALSE,1954,16
508,710428,53,1971-04-28,04,FALSE,1971,28
509,800502,73,1980-05-02,05,FALSE,1980,02
510,760415,12,1976-04-15,04,FALSE,1976,15
511,590218,9,1959-02-18,02,FALSE,1959,18
512,655803,60,1965-08-03,08,TRUE,1965,03
513,745111,8,1974-01-11,01,TRUE,1974,11
514,681115,8,1968-11-15,11,FALSE,1968,15
515,320526,1,1932-05-26,05,FALSE,1932,26
516,305427,1,1930-04-27,04,TRUE,1930,27
517,650725,63,1965-07-25,07,FALSE,1965,25
518,795428,54,1979-04-28,04,TRUE,1979,28
519,800413,18,1980-04-13,04,FALSE,1980,13
520,475927,46,1947-09-27,09,TRUE,1947,27
521,751225,69,1975-12-25,12,FALSE,1975,25
522,565304,1,1956-03-04,03,TRUE,1956,04
523,221217,38,1922-12-17,12,FALSE,1922,17
524,635102,30,1963-01-02,01,TRUE,1963,02
525,690814,30,1969-08-14,08,FALSE,1969,14
526,640201,43,1964-02-01,02,FALSE,1964,01
527,665818,43,1966-08-18,08,TRUE,1966,18
528,770211,37,1977-02-11,02,FALSE,1977,11
529,781105,69,1978-11-05,11,FALSE,1978,05
530,575927,29,1957-09-27,09,TRUE,1957,27
531,761004,27,1976-10-04,10,FALSE,1976,04
532,805903,27,1980-09-03,09,TRUE,1980,03
533,415519,54,1941-05-19,05,TRUE,1941,19
534,570722,74,1957-07-22,07,FALSE,1957,22
535,370909,26,1937-09-09,09,FALSE,1937,09
536,390825,47,1939-08-25,08,FALSE,1939,25
537,350116,1,1935-01-16,01,FALSE,1935,16
538,485510,5,1948-05-10,05,TRUE,1948,10
540,210728,19,1921-07-28,07,FALSE,1921,28
541,275309,19,1927-03-09,03,TRUE,1927,09
542,215209,59,1921-02-09,02,TRUE,1921,09
543,585415,11,1958-04-15,04,TRUE,1958,15
544,481116,63,1948-11-16,11,FALSE,1948,16
545,736011,75,1973-10-11,10,TRUE,1973,11
546,530825,7,1953-08-25,08,FALSE,1953,25
547,490331,54,1949-03-31,03,FALSE,1949,31
548,371204,49,1937-12-04,12,FALSE,1937,04
550,611130,7,1961-11-30,11,FALSE,1961,30
551,765705,47,1976-07-05,07,TRUE,1976,05
552,345508,1,1934-05-08,05,TRUE,1934,08
553,410407,1,1941-04-07,04,FALSE,1941,07
554,255419,30,1925-04-19,04,TRUE,1925,19
555,261021,30,1926-10-21,10,FALSE,1926,21
556,460708,29,1946-07-08,07,FALSE,1946,08
557,390717,51,1939-07-17,07,FALSE,1939,17
558,205705,43,1920-07-05,07,TRUE,1920,05
559,725905,32,1972-09-05,09,TRUE,1972,05
560,676216,71,1967-12-16,12,TRUE,1967,16
561,626110,74,1962-11-10,11,TRUE,1962,10
